text,register
οὐ γάρ πω σχεδὸν ἦλθον Ἀχαιΐδος οὐδέ πω ἁμῆς γῆς ἐπέβην ἀλλ’ αἰὲν ἔχω κακά,speech
σεῖο δ’ Ἀχιλλεῦ οὔ τις ἀνὴρ προπάροιθε μακάρτατος οὔτ’ ἄρ’ ὀπίσσω,speech
πρὶν μὲν γάρ σε ζωὸν ἐτίομεν ἶσα θεοῖσιν Ἀργεῖοι νῦν αὖτε μέγα κρατέεις νεκύεσσιν ἐνθάδ’ ἐών,speech
τῷ μή τι θανὼν ἀκαχίζευ Ἀχιλλεῦ,speech
ὣς ἐφάμην ὁ δέ μ’ αὐτίκ’ ἀμειβόμενος προσέειπε,speech
μὴ δή μοι θάνατόν γε παραύδα φαίδιμ’ Ὀδυσσεῦ,speech
βουλοίμην κ’ ἐπάρουρος ἐὼν θητευέμεν ἄλλῳ ἀνδρὶ παρ’ ἀκλήρῳ ᾧ μὴ βίοτος πολὺς εἴη ἢ πᾶσιν νεκύεσσι καταφθιμένοισιν ἀνάσσειν,speech
ἀλλ’ ἄγε μοι τοῦ παιδὸς ἀγαυοῦ μῦθον ἐνίσπες ἢ ἕπετ’ ἐς πόλεμον πρόμος ἔμμεναι ἦε καὶ οὐκί,speech
εἰπὲ δέ μοι Πηλῆος ἀμύμονος εἴ τι πέπυσσαι ἢ ἔτ’ ἔχει τιμὴν πολέσιν μετὰ Μυρμιδόνεσσιν ἦ μιν ἀτιμάζουσιν ἀν’ Ἑλλάδα τε Φθίην τε οὕνεκά μιν κατὰ γῆρας ἔχει χεῖράς τε πόδας τε,speech
οὐ γὰρ ἐγὼν ἐπαρωγὸς ὑπ’ αὐγὰς ἠελίοιο τοῖος ἐών οἷός ποτ’ ἐνὶ Τροίῃ εὐρείῃ πέφνον λαὸν ἄριστον ἀμύνων Ἀργείοισιν,speech
εἰ τοιόσδ’ ἔλθοιμι μίνυνθά περ ἐς πατέρος δῶ,speech
τῷ κέ τεῳ στύξαιμι μένος καὶ χεῖρας ἀάπτους οἳ κεῖνον βιόωνται ἐέργουσίν τ’ ἀπὸ τιμῆς,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
ἦ τοι μὲν Πηλῆος ἀμύμονος οὔ τι πέπυσμαι αὐτάρ τοι παιδός γε Νεοπτολέμοιο φίλοιο πᾶσαν ἀληθείην μυθήσομαι ὥς με κελεύεις,speech
αὐτὸς γάρ μιν ἐγὼ κοίλης ἐπὶ νηὸς ἐίσης ἤγαγον ἐκ Σκύρου μετ’ ἐυκνήμιδας Ἀχαιούς,speech
ἦ τοι ὅτ’ ἀμφὶ πόλιν Τροίην φραζοίμεθα βουλάς αἰεὶ πρῶτος ἔβαζε καὶ οὐχ ἡμάρτανε μύθων,speech
Νέστωρ ἀντίθεος καὶ ἐγὼ νικάσκομεν οἴω,speech
αὐτὰρ ὅτ’ ἐν πεδίῳ Τρώων μαρναίμεθα χαλκῷ οὔ ποτ’ ἐνὶ πληθυῖ μένεν ἀνδρῶν οὐδ’ ἐν ὁμίλῳ ἀλλὰ πολὺ προθέεσκε τὸ ὃν μένος οὐδενὶ εἴκων πολλοὺς δ’ ἄνδρας ἔπεφνεν ἐν αἰνῇ δηιοτῆτι,speech
πάντας δ’ οὐκ ἂν ἐγὼ μυθήσομαι οὐδ’ ὀνομήνω ὅσσον λαὸν ἔπεφνεν ἀμύνων Ἀργείοισιν ἀλλ’ οἷον τὸν Τηλεφίδην κατενήρατο χαλκῷ ἥρω’ Εὐρύπυλον πολλοὶ δ’ ἀμφ’ αὐτὸν ἑταῖροι Κήτειοι κτείνοντο γυναίων εἵνεκα δώρων,speech
κεῖνον δὴ κάλλιστον ἴδον μετὰ Μέμνονα δῖον,speech
αὐτὰρ ὅτ’ εἰς ἵππον κατεβαίνομεν ὃν κάμ’ Ἐπειός Ἀργείων οἱ ἄριστοι ἐμοὶ δ’ ἐπὶ πάντα τέταλτο ἠμὲν ἀνακλῖναι πυκινὸν λόχον ἠδ’ ἐπιθεῖναι ἔνθ’ ἄλλοι Δαναῶν ἡγήτορες ἠδὲ μέδοντες δάκρυά τ’ ὠμόργνυντο τρέμον θ’ ὑπὸ γυῖα ἑκάστου,speech
κεῖνον δ’ οὔ ποτε πάμπαν ἐγὼν ἴδον ὀφθαλμοῖσιν οὔτ’ ὠχρήσαντα χρόα κάλλιμον οὔτε παρειῶν δάκρυ ὀμορξάμενον,speech
ὁ δέ γε μάλα πόλλ’ ἱκέτευεν ἱππόθεν ἐξέμεναι ξίφεος δ’ ἐπεμαίετο κώπην καὶ δόρυ χαλκοβαρές κακὰ δὲ Τρώεσσι μενοίνα,speech
ἀλλ’ ὅτε δὴ Πριάμοιο πόλιν διεπέρσαμεν αἰπήν μοῖραν καὶ γέρας ἐσθλὸν ἔχων ἐπὶ νηὸς ἔβαινεν ἀσκηθής οὔτ’ ἂρ βεβλημένος ὀξέι χαλκῷ οὔτ’ αὐτοσχεδίην οὐτασμένος οἷά τε πολλὰ γίγνεται ἐν πολέμῳ,speech
ἐπιμὶξ δέ τε μαίνεται Ἄρης,speech
ὣς ἐφάμην ψυχὴ δὲ ποδώκεος Αἰακίδαο φοίτα μακρὰ βιβᾶσα κατ’ ἀσφοδελὸν λειμῶνα γηθοσύνη ὅ οἱ υἱὸν ἔφην ἀριδείκετον εἶναι,speech
αἱ δ’ ἄλλαι ψυχαὶ νεκύων κατατεθνηώτων ἕστασαν ἀχνύμεναι εἴροντο δὲ κήδε’ ἑκάστη,speech
οἴη δ’ Αἴαντος ψυχὴ Τελαμωνιάδαο νόσφιν ἀφεστήκει κεχολωμένη εἵνεκα νίκης τήν μιν ἐγὼ νίκησα δικαζόμενος παρὰ νηυσὶ τεύχεσιν ἀμφ’ Ἀχιλῆος,speech
ἔθηκε δὲ πότνια μήτηρ,speech
παῖδες δὲ Τρώων δίκασαν καὶ Παλλὰς Ἀθήνη,speech
ὡς δὴ μὴ ὄφελον νικᾶν τοιῷδ’ ἐπ’ ἀέθλῳ,speech
τοίην γὰρ κεφαλὴν ἕνεκ’ αὐτῶν γαῖα κατέσχεν Αἴανθ’ ὃς πέρι μὲν εἶδος πέρι δ’ ἔργα τέτυκτο τῶν ἄλλων Δαναῶν μετ’ ἀμύμονα Πηλεΐωνα,speech
τὸν μὲν ἐγὼν ἐπέεσσι προσηύδων μειλιχίοισιν,speech
Αἶαν παῖ Τελαμῶνος ἀμύμονος οὐκ ἄρ’ ἔμελλες οὐδὲ θανὼν λήσεσθαι ἐμοὶ χόλου εἵνεκα τευχέων οὐλομένων,speech
τὰ δὲ πῆμα θεοὶ θέσαν Ἀργείοισι τοῖος γάρ σφιν πύργος ἀπώλεο,speech
σεῖο δ’ Ἀχαιοὶ ἶσον Ἀχιλλῆος κεφαλῇ Πηληϊάδαο ἀχνύμεθα φθιμένοιο διαμπερές,speech
οὐδέ τις ἄλλος αἴτιος ἀλλὰ Ζεὺς Δαναῶν στρατὸν αἰχμητάων ἐκπάγλως ἤχθηρε τεῒν δ’ ἐπὶ μοῖραν ἔθηκεν,speech
ἀλλ’ ἄγε δεῦρο ἄναξ ἵν’ ἔπος καὶ μῦθον ἀκούσῃς ἡμέτερον,speech
δάμασον δὲ μένος καὶ ἀγήνορα θυμόν,speech
ὣς ἐφάμην ὁ δέ μ’ οὐδὲν ἀμείβετο βῆ δὲ μετ’ ἄλλας ψυχὰς εἰς Ἔρεβος νεκύων κατατεθνηώτων,speech
ἔνθα χ’ ὅμως προσέφη κεχολωμένος ἤ κεν ἐγὼ τόν,speech
ἀλλά μοι ἤθελε θυμὸς ἐνὶ στήθεσσι φίλοισι τῶν ἄλλων ψυχὰς ἰδέειν κατατεθνηώτων,speech
ἔνθ’ ἦ τοι Μίνωα ἴδον Διὸς ἀγλαὸν υἱόν χρύσεον σκῆπτρον ἔχοντα θεμιστεύοντα νέκυσσιν ἥμενον οἱ δέ μιν ἀμφὶ δίκας εἴροντο ἄνακτα ἥμενοι ἑσταότες τε κατ’ εὐρυπυλὲς Ἄϊδος δῶ,speech
τὸν δὲ μετ’ Ὠρίωνα πελώριον εἰσενόησα θῆρας ὁμοῦ εἰλεῦντα κατ’ ἀσφοδελὸν λειμῶνα τοὺς αὐτὸς κατέπεφνεν ἐν οἰοπόλοισιν ὄρεσσι χερσὶν ἔχων ῥόπαλον παγχάλκεον αἰὲν ἀαγές,speech
καὶ Τιτυὸν εἶδον Γαίης ἐρικυδέος υἱόν κείμενον ἐν δαπέδῳ,speech
ὁ δ’ ἐπ’ ἐννέα κεῖτο πέλεθρα γῦπε δέ μιν ἑκάτερθε παρημένω ἧπαρ ἔκειρον δέρτρον ἔσω δύνοντες ὁ δ’ οὐκ ἀπαμύνετο χερσί,speech
Λητὼ γὰρ ἕλκησε Διὸς κυδρὴν παράκοιτιν Πυθώδ’ ἐρχομένην διὰ καλλιχόρου Πανοπῆος,speech
καὶ μὴν Τάνταλον εἰσεῖδον κρατέρ’ ἄλγε’ ἔχοντα ἑστεῶτ’ ἐν λίμνῃ,speech
ἡ δὲ προσέπλαζε γενείῳ,speech
στεῦτο δὲ διψάων πιέειν δ’ οὐκ εἶχεν ἑλέσθαι,speech
ὁσσάκι γὰρ κύψει’ ὁ γέρων πιέειν μενεαίνων τοσσάχ’ ὕδωρ ἀπολέσκετ’ ἀναβροχέν ἀμφὶ δὲ ποσσὶ γαῖα μέλαινα φάνεσκε καταζήνασκε δὲ δαίμων,speech
δένδρεα δ’ ὑψιπέτηλα κατὰ κρῆθεν χέε καρπόν ὄγχναι καὶ ῥοιαὶ καὶ μηλέαι ἀγλαόκαρποι συκέαι τε γλυκεραὶ καὶ ἐλαῖαι τηλεθόωσαι,speech
τῶν ὁπότ’ ἰθύσει’ ὁ γέρων ἐπὶ χερσὶ μάσασθαι τὰς δ’ ἄνεμος ῥίπτασκε ποτὶ νέφεα σκιόεντα,speech
καὶ μὴν Σίσυφον εἰσεῖδον κρατέρ’ ἄλγε’ ἔχοντα λᾶαν βαστάζοντα πελώριον ἀμφοτέρῃσιν,speech
ἦ τοι ὁ μὲν σκηριπτόμενος χερσίν τε ποσίν τε λᾶαν ἄνω ὤθεσκε ποτὶ λόφον,speech
ἀλλ’ ὅτε μέλλοι ἄκρον ὑπερβαλέειν τότ’ ἀποστρέψασκε κραταιίς,speech
αὖτις ἔπειτα πέδονδε κυλίνδετο λᾶας ἀναιδής,speech
αὐτὰρ ὅ γ’ ἂψ ὤσασκε τιταινόμενος κατὰ δ’ ἱδρὼς ἔρρεεν ἐκ μελέων κονίη δ’ ἐκ κρατὸς ὀρώρει,speech
τὸν δὲ μετ’ εἰσενόησα βίην Ἡρακληείην εἴδωλον,speech
αὐτὸς δὲ μετ’ ἀθανάτοισι θεοῖσι τέρπεται ἐν θαλίῃς καὶ ἔχει καλλίσφυρον Ἥβην παῖδα Διὸς μεγάλοιο καὶ Ἥρης χρυσοπεδίλου,speech
ἀμφὶ δέ μιν κλαγγὴ νεκύων ἦν οἰωνῶν ὥς πάντοσ’ ἀτυζομένων,speech
ὁ δ’ ἐρεμνῇ νυκτὶ ἐοικώς γυμνὸν τόξον ἔχων καὶ ἐπὶ νευρῆφιν ὀιστόν δεινὸν παπταίνων αἰεὶ βαλέοντι ἐοικώς,speech
σμερδαλέος δέ οἱ ἀμφὶ περὶ στήθεσσιν ἀορτὴρ χρύσεος ἦν τελαμών ἵνα θέσκελα ἔργα τέτυκτο ἄρκτοι τ’ ἀγρότεροί τε σύες χαροποί τε λέοντες ὑσμῖναί τε μάχαι τε φόνοι τ’ ἀνδροκτασίαι τε,speech
μὴ τεχνησάμενος μηδ’ ἄλλο τι τεχνήσαιτο ὃς κεῖνον τελαμῶνα ἑῇ ἐγκάτθετο τέχνῃ,speech
ἔγνω δ’ αὖτ’ ἔμ’ ἐκεῖνος ἐπεὶ ἴδεν ὀφθαλμοῖσιν καί μ’ ὀλοφυρόμενος ἔπεα πτερόεντα προσηύδα,speech
διογενὲς Λαερτιάδη πολυμήχαν’ Ὀδυσσεῦ ἆ δείλ’ ἦ τινὰ καὶ σὺ κακὸν μόρον ἡγηλάζεις ὅν περ ἐγὼν ὀχέεσκον ὑπ’ αὐγὰς ἠελίοιο,speech
Ζηνὸς μὲν πάϊς ἦα Κρονίονος αὐτὰρ ὀιζὺν εἶχον ἀπειρεσίην,speech
μάλα γὰρ πολὺ χείρονι φωτὶ δεδμήμην ὁ δέ μοι χαλεποὺς ἐπετέλλετ’ ἀέθλους,speech
καί ποτέ μ’ ἐνθάδ’ ἔπεμψε κύν’ ἄξοντ’,speech
οὐ γὰρ ἔτ’ ἄλλον φράζετο τοῦδέ γέ μοι κρατερώτερον εἶναι ἄεθλον,speech
τὸν μὲν ἐγὼν ἀνένεικα καὶ ἤγαγον ἐξ Ἀίδαο,speech
Ἑρμείας δέ μ’ ἔπεμψεν ἰδὲ γλαυκῶπις Ἀθήνη,speech
ὣς εἰπὼν ὁ μὲν αὖτις ἔβη δόμον Ἄϊδος εἴσω αὐτὰρ ἐγὼν αὐτοῦ μένον ἔμπεδον εἴ τις ἔτ’ ἔλθοι ἀνδρῶν ἡρώων οἳ δὴ τὸ πρόσθεν ὄλοντο,speech
καί νύ κ’ ἔτι προτέρους ἴδον ἀνέρας οὓς ἔθελόν περ Θησέα Πειρίθοόν τε θεῶν ἐρικυδέα τέκνα,speech
ἀλλὰ πρὶν ἐπὶ ἔθνε’ ἀγείρετο μυρία νεκρῶν ἠχῇ θεσπεσίῃ,speech
ἐμὲ δὲ χλωρὸν δέος ᾕρει μή μοι Γοργείην κεφαλὴν δεινοῖο πελώρου ἐξ Ἀίδεω πέμψειεν ἀγαυὴ Περσεφόνεια,speech
αὐτίκ’ ἔπειτ’ ἐπὶ νῆα κιὼν ἐκέλευον ἑταίρους αὐτούς τ’ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι,speech
οἱ δ’ αἶψ’ εἴσβαινον καὶ ἐπὶ κληῖσι καθῖζον,speech
τὴν δὲ κατ’ Ὠκεανὸν ποταμὸν φέρε κῦμα ῥόοιο πρῶτα μὲν εἰρεσίῃ μετέπειτα δὲ κάλλιμος οὖρος,speech
αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο νηῦς ἀπὸ δ’ ἵκετο κῦμα θαλάσσης εὐρυπόροιο νῆσόν τ’ Αἰαίην ὅθι τ’ Ἠοῦς ἠριγενείης οἰκία καὶ χοροί εἰσι καὶ ἀντολαὶ Ἠελίοιο νῆα μὲν ἔνθ’ ἐλθόντες ἐκέλσαμεν ἐν ψαμάθοισιν ἐκ δὲ καὶ αὐτοὶ βῆμεν ἐπὶ ῥηγμῖνι θαλάσσης,speech
ἔνθα δ’ ἀποβρίξαντες ἐμείναμεν Ἠῶ δῖαν,speech
ἦμος δ’ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς δὴ τότ’ ἐγὼν ἑτάρους προΐειν ἐς δώματα Κίρκης οἰσέμεναι νεκρόν Ἐλπήνορα τεθνηῶτα,speech
φιτροὺς δ’ αἶψα ταμόντες ὅθ’ ἀκροτάτη πρόεχ’ ἀκτή θάπτομεν ἀχνύμενοι θαλερὸν κατὰ δάκρυ χέοντες,speech
αὐτὰρ ἐπεὶ νεκρός τ’ ἐκάη καὶ τεύχεα νεκροῦ τύμβον χεύαντες καὶ ἐπὶ στήλην ἐρύσαντες πήξαμεν ἀκροτάτῳ τύμβῳ ἐυῆρες ἐρετμόν,speech
ἡμεῖς μὲν τὰ ἕκαστα διείπομεν,speech
οὐδ’ ἄρα Κίρκην ἐξ Ἀίδεω ἐλθόντες ἐλήθομεν ἀλλὰ μάλ’ ὦκα ἦλθ’ ἐντυναμένη,speech
ἅμα δ’ ἀμφίπολοι φέρον αὐτῇ σῖτον καὶ κρέα πολλὰ καὶ αἴθοπα οἶνον ἐρυθρόν,speech
ἡ δ’ ἐν μέσσῳ στᾶσα μετηύδα δῖα θεάων,speech
σχέτλιοι οἳ ζώοντες ὑπήλθετε δῶμ’ Ἀίδαο δισθανέες ὅτε τ’ ἄλλοι ἅπαξ θνῄσκουσ’ ἄνθρωποι,speech
ἀλλ’ ἄγετ’ ἐσθίετε βρώμην καὶ πίνετε οἶνον αὖθι πανημέριοι,speech
ἅμα δ’ ἠοῖ φαινομένηφι πλεύσεσθ’,speech
αὐτὰρ ἐγὼ δείξω ὁδὸν ἠδὲ ἕκαστα σημανέω ἵνα μή τι κακορραφίῃ ἀλεγεινῇ ἢ ἁλὸς ἢ ἐπὶ γῆς ἀλγήσετε πῆμα παθόντες,speech
ὣς ἔφαθ’ ἡμῖν δ’ αὖτ’ ἐπεπείθετο θυμὸς ἀγήνωρ,speech
ὣς τότε μὲν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα ἥμεθα δαινύμενοι κρέα τ’ ἄσπετα καὶ μέθυ ἡδύ,speech
ἦμος δ’ ἠέλιος κατέδυ καὶ ἐπὶ κνέφας ἦλθεν οἱ μὲν κοιμήσαντο παρὰ πρυμνήσια νηός ἡ δ’ ἐμὲ χειρὸς ἑλοῦσα φίλων ἀπονόσφιν ἑταίρων εἷσέ τε καὶ προσέλεκτο καὶ ἐξερέεινεν ἕκαστα,speech
αὐτὰρ ἐγὼ τῇ πάντα κατὰ μοῖραν κατέλεξα,speech
καὶ τότε δή μ’ ἐπέεσσι προσηύδα πότνια Κίρκη,speech
ταῦτα μὲν οὕτω πάντα πεπείρανται σὺ δ’ ἄκουσον ὥς τοι ἐγὼν ἐρέω μνήσει δέ σε καὶ θεὸς αὐτός,speech
Σειρῆνας μὲν πρῶτον ἀφίξεαι αἵ ῥά τε πάντας ἀνθρώπους θέλγουσιν ὅτις σφεας εἰσαφίκηται,speech
ὅς τις ἀιδρείῃ πελάσῃ καὶ φθόγγον ἀκούσῃ Σειρήνων τῷ δ’ οὔ τι γυνὴ καὶ νήπια τέκνα οἴκαδε νοστήσαντι παρίσταται οὐδὲ γάνυνται ἀλλά τε Σειρῆνες λιγυρῇ θέλγουσιν ἀοιδῇ ἥμεναι ἐν λειμῶνι πολὺς δ’ ἀμφ’ ὀστεόφιν θὶς ἀνδρῶν πυθομένων περὶ δὲ ῥινοὶ μινύθουσι,speech
ἀλλὰ παρεξελάαν ἐπὶ δ’ οὔατ’ ἀλεῖψαι ἑταίρων κηρὸν δεψήσας μελιηδέα μή τις ἀκούσῃ τῶν ἄλλων,speech
ἀτὰρ αὐτὸς ἀκουέμεν αἴ κ’ ἐθέλῃσθα δησάντων σ’ ἐν νηὶ θοῇ χεῖράς τε πόδας τε ὀρθὸν ἐν ἱστοπέδῃ ἐκ δ’ αὐτοῦ πείρατ’ ἀνήφθω ὄφρα κε τερπόμενος ὄπ’ ἀκούσῃς Σειρήνοιιν,speech
εἰ δέ κε λίσσηαι ἑτάρους λῦσαί τε κελεύῃς οἱ δέ σ’ ἔτι πλεόνεσσι τότ’ ἐν δεσμοῖσι διδέντων,speech
αὐτὰρ ἐπὴν δὴ τάς γε παρὲξ ἐλάσωσιν ἑταῖροι ἔνθα τοι οὐκέτ’ ἔπειτα διηνεκέως ἀγορεύσω ὁπποτέρη δή τοι ὁδὸς ἔσσεται ἀλλὰ καὶ αὐτὸς θυμῷ βουλεύειν,speech
ἐρέω δέ τοι ἀμφοτέρωθεν,speech
ἔνθεν μὲν γὰρ πέτραι ἐπηρεφέες προτὶ δ’ αὐτὰς κῦμα μέγα ῥοχθεῖ κυανώπιδος Ἀμφιτρίτης,speech
Πλαγκτὰς δή τοι τάς γε θεοὶ μάκαρες καλέουσι,speech
τῇ μέν τ’ οὐδὲ ποτητὰ παρέρχεται οὐδὲ πέλειαι τρήρωνες ταί τ’ ἀμβροσίην Διὶ πατρὶ φέρουσιν ἀλλά τε καὶ τῶν αἰὲν ἀφαιρεῖται λὶς πέτρη,speech
ἀλλ’ ἄλλην ἐνίησι πατὴρ ἐναρίθμιον εἶναι,speech
τῇ δ’ οὔ πώ τις νηῦς φύγεν ἀνδρῶν ἥ τις ἵκηται ἀλλά θ’ ὁμοῦ πίνακάς τε νεῶν καὶ σώματα φωτῶν κύμαθ’ ἁλὸς φορέουσι πυρός τ’ ὀλοοῖο θύελλαι,speech
οἴη δὴ κείνη γε παρέπλω ποντοπόρος νηῦς Ἀργὼ πᾶσι μέλουσα παρ’ Αἰήταο πλέουσα,speech
καὶ νύ κε τὴν ἔνθ’ ὦκα βάλεν μεγάλας ποτὶ πέτρας ἀλλ’ Ἥρη παρέπεμψεν ἐπεὶ φίλος ἦεν Ἰήσων,speech
οἱ δὲ δύω σκόπελοι ὁ μὲν οὐρανὸν εὐρὺν ἱκάνει ὀξείῃ κορυφῇ νεφέλη δέ μιν ἀμφιβέβηκε κυανέη,speech
τὸ μὲν οὔ ποτ’ ἐρωεῖ οὐδέ ποτ’ αἴθρη κείνου ἔχει κορυφὴν οὔτ’ ἐν θέρει οὔτ’ ἐν ὀπώρῃ,speech
οὐδέ κεν ἀμβαίη βροτὸς ἀνὴρ οὐδ’ ἐπιβαίη οὐδ’ εἴ οἱ χεῖρές τε ἐείκοσι καὶ πόδες εἶεν,speech
πέτρη γὰρ λίς ἐστι περιξεστῇ ἐικυῖα,speech
μέσσῳ δ’ ἐν σκοπέλῳ ἔστι σπέος ἠεροειδές πρὸς ζόφον εἰς Ἔρεβος τετραμμένον ᾗ περ ἂν ὑμεῖς νῆα παρὰ γλαφυρὴν ἰθύνετε φαίδιμ’ Ὀδυσσεῦ,speech
οὐδέ κεν ἐκ νηὸς γλαφυρῆς αἰζήιος ἀνὴρ τόξῳ ὀιστεύσας κοῖλον σπέος εἰσαφίκοιτο,speech
ἔνθα δ’ ἐνὶ Σκύλλη ναίει δεινὸν λελακυῖα,speech
τῆς ἦ τοι φωνὴ μὲν ὅση σκύλακος νεογιλῆς γίγνεται αὐτὴ δ’ αὖτε πέλωρ κακόν,speech
οὐδέ κέ τίς μιν γηθήσειεν ἰδών οὐδ’ εἰ θεὸς ἀντιάσειεν,speech
τῆς ἦ τοι πόδες εἰσὶ δυώδεκα πάντες ἄωροι ἓξ δέ τέ οἱ δειραὶ περιμήκεες ἐν δὲ ἑκάστῃ σμερδαλέη κεφαλή ἐν δὲ τρίστοιχοι ὀδόντες πυκνοὶ καὶ θαμέες πλεῖοι μέλανος θανάτοιο,speech
μέσση μέν τε κατὰ σπείους κοίλοιο δέδυκεν ἔξω δ’ ἐξίσχει κεφαλὰς δεινοῖο βερέθρου αὐτοῦ δ’ ἰχθυάᾳ σκόπελον περιμαιμώωσα δελφῖνάς τε κύνας τε καὶ εἴ ποθι μεῖζον ἕλῃσι κῆτος ἃ μυρία βόσκει ἀγάστονος Ἀμφιτρίτη,speech
τῇ δ’ οὔ πώ ποτε ναῦται ἀκήριοι εὐχετόωνται παρφυγέειν σὺν νηί,speech
φέρει δέ τε κρατὶ ἑκάστῳ φῶτ’ ἐξαρπάξασα νεὸς κυανοπρῴροιο,speech
τὸν δ’ ἕτερον σκόπελον χθαμαλώτερον ὄψει Ὀδυσσεῦ,speech
πλησίον ἀλλήλων,speech
καί κεν διοϊστεύσειας,speech
τῷ δ’ ἐν ἐρινεὸς ἔστι μέγας φύλλοισι τεθηλώς,speech
τῷ δ’ ὑπὸ δῖα Χάρυβδις ἀναρροιβδεῖ μέλαν ὕδωρ,speech
τρὶς μὲν γάρ τ’ ἀνίησιν ἐπ’ ἤματι τρὶς δ’ ἀναροιβδεῖ δεινόν,speech
μὴ σύ γε κεῖθι τύχοις ὅτε ῥοιβδήσειεν,speech
οὐ γάρ κεν ῥύσαιτό σ’ ὑπὲκ κακοῦ οὐδ’ ἐνοσίχθων,speech
ἀλλὰ μάλα Σκύλλης σκοπέλῳ πεπλημένος ὦκα νῆα παρὲξ ἐλάαν ἐπεὶ ἦ πολὺ φέρτερόν ἐστιν ἓξ ἑτάρους ἐν νηὶ ποθήμεναι ἢ ἅμα πάντας,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
εἰ δ’ ἄγε δή μοι τοῦτο θεά νημερτὲς ἐνίσπες εἴ πως τὴν ὀλοὴν μὲν ὑπεκπροφύγοιμι Χάρυβδιν τὴν δέ κ’ ἀμυναίμην ὅτε μοι σίνοιτό γ’ ἑταίρους,speech
ὣς ἐφάμην ἡ δ’ αὐτίκ’ ἀμείβετο δῖα θεάων,speech
σχέτλιε καὶ δὴ αὖ τοι πολεμήια ἔργα μέμηλε καὶ πόνος,speech
οὐδὲ θεοῖσιν ὑπείξεαι ἀθανάτοισιν,speech
ἡ δέ τοι οὐ θνητή ἀλλ’ ἀθάνατον κακόν ἐστι δεινόν τ’ ἀργαλέον τε καὶ ἄγριον οὐδὲ μαχητόν,speech
οὐδέ τις ἔστ’ ἀλκή,speech
φυγέειν κάρτιστον ἀπ’ αὐτῆς,speech
ἢν γὰρ δηθύνῃσθα κορυσσόμενος παρὰ πέτρῃ δείδω μή σ’ ἐξαῦτις ἐφορμηθεῖσα κίχῃσι τόσσῃσιν κεφαλῇσι τόσους δ’ ἐκ φῶτας ἕληται,speech
ἀλλὰ μάλα σφοδρῶς ἐλάαν βωστρεῖν δὲ Κράταιιν μητέρα τῆς Σκύλλης ἥ μιν τέκε πῆμα βροτοῖσιν,speech
ἥ μιν ἔπειτ’ ἀποπαύσει ἐς ὕστερον ὁρμηθῆναι,speech
Θρινακίην δ’ ἐς νῆσον ἀφίξεαι,speech
ἔνθα δὲ πολλαὶ βόσκοντ’ Ἠελίοιο βόες καὶ ἴφια μῆλα ἑπτὰ βοῶν ἀγέλαι τόσα δ’ οἰῶν πώεα καλά πεντήκοντα δ’ ἕκαστα,speech
γόνος δ’ οὐ γίγνεται αὐτῶν οὐδέ ποτε φθινύθουσι,speech
θεαὶ δ’ ἐπιποιμένες εἰσίν νύμφαι ἐυπλόκαμοι Φαέθουσά τε Λαμπετίη τε ἃς τέκεν Ἠελίῳ Ὑπερίονι δῖα Νέαιρα,speech
τὰς μὲν ἄρα θρέψασα τεκοῦσά τε πότνια μήτηρ Θρινακίην ἐς νῆσον ἀπῴκισε τηλόθι ναίειν μῆλα φυλασσέμεναι πατρώια καὶ ἕλικας βοῦς,speech
τὰς εἰ μέν κ’ ἀσινέας ἐάᾳς νόστου τε μέδηαι ἦ τ’ ἂν ἔτ’ εἰς Ἰθάκην κακά περ πάσχοντες ἵκοισθε,speech
εἰ δέ κε σίνηαι τότε τοι τεκμαίρομ’ ὄλεθρον νηί τε καὶ ἑτάροις,speech
αὐτὸς δ’ εἴ πέρ κεν ἀλύξῃς ὀψὲ κακῶς νεῖαι ὀλέσας ἄπο πάντας ἑταίρους,speech
ὣς ἔφατ’ αὐτίκα δὲ χρυσόθρονος ἤλυθεν Ἠώς,speech
ἡ μὲν ἔπειτ’ ἀνὰ νῆσον ἀπέστιχε δῖα θεάων,speech
αὐτὰρ ἐγὼν ἐπὶ νῆα κιὼν ὤτρυνον ἑταίρους αὐτούς τ’ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι,speech
οἱ δ’ αἶψ’ εἴσβαινον καὶ ἐπὶ κληῖσι καθῖζον,speech
ἑξῆς δ’ ἑζόμενοι πολιὴν ἅλα τύπτον ἐρετμοῖς,speech
ἡμῖν δ’ αὖ κατόπισθε νεὸς κυανοπρῴροιο ἴκμενον οὖρον ἵει πλησίστιον ἐσθλὸν ἑταῖρον Κίρκη ἐυπλόκαμος δεινὴ θεὸς αὐδήεσσα,speech
αὐτίκα δ’ ὅπλα ἕκαστα πονησάμενοι κατὰ νῆα ἥμεθα,speech
τὴν δ’ ἄνεμός τε κυβερνήτης τ’ ἴθυνε,speech
